STOPID,shape
3864,POINT (-122.39892 37.79327)
7353,POINT (-122.387445 37.748999)
5716,POINT (-122.445625 37.771963)
3536,POINT (-122.42676 37.74204)
4096,POINT (-122.450771 37.769447)
7321,POINT (-122.389228 37.769049)
8103,POINT (-122.420865 37.782917)
4288,POINT (-122.458692 37.781153)
5841,POINT (-122.415105 37.795791)
5586,POINT (-122.43351 37.726355)
5454,POINT (-122.451732 37.737727)
3020,POINT (-122.40746 37.72667)
3700,POINT (-122.42794 37.733469)
4201,POINT (-122.411169 37.735009)
4709,POINT (-122.477076 37.717701)
5764,POINT (-122.495056 37.753493)
4422,POINT (-122.439526 37.78316)
5557,POINT (-122.41902 37.75911)
6658,POINT (-122.445672 37.73679)
6733,POINT (-122.409379 37.783476)
5490,POINT (-122.391522 37.736304)
6762,POINT (-122.415665 37.79969)
6745,POINT (-122.445314 37.795902)
5999,POINT (-122.420827 37.791741)
6954,POINT (-122.483299 37.727122)
5163,POINT (-122.43632 37.792201)
5865,POINT (-122.380189 37.727982)
3051,POINT (-122.484606 37.776356)
6239,POINT (-122.443792 37.763237)
5228,POINT (-122.402223 37.751887)
5070,POINT (-122.419334 37.800208)
4312,POINT (-122.43544 37.76427)
5317,POINT (-122.485506 37.765016)
5040,POINT (-122.4511 37.72063)
3229,POINT (-122.370063 37.825196)
6627,POINT (-122.487681 37.742494)
5258,POINT (-122.43123 37.80135)
6489,POINT (-122.435556 37.789329)
6018,POINT (-122.427675 37.785774)
7187,POINT (-122.379358 37.734388)
6422,POINT (-122.405683 37.732446)
6507,POINT (-122.469579 37.734861)
7577,POINT (-122.411223 37.741451)
4263,POINT (-122.476045 37.780597)
7114,POINT (-122.471818 37.731271)
4551,POINT (-122.381084 37.738761)
5843,POINT (-122.419863 37.795328)
6090,POINT (-122.44726 37.78918)
3481,POINT (-122.42955 37.751645)
7760,POINT (-122.399464 37.731668)
4246,POINT (-122.463459 37.719988)
4248,POINT (-122.469735 37.719737)
7431,POINT (-122.428571 37.728606)
4565,POINT (-122.41679 37.73284)
5661,POINT (-122.428778 37.767705)
4291,POINT (-122.449911 37.782028)
7852,POINT (-122.49409 37.729492)
6372,POINT (-122.40275 37.72531)
7685,POINT (-122.444904 37.748059)
4954,POINT (-122.422553 37.773183)
4174,POINT (-122.444044 37.761202)
5686,POINT (-122.432812 37.764489)
6054,POINT (-122.4111 37.80131)
5784,POINT (-122.451448 37.72304)
4069,POINT (-122.494397 37.781644)
3839,POINT (-122.48482 37.78395)
3461,POINT (-122.427545 37.751644)
6543,POINT (-122.49502 37.751798)
8012,POINT (-122.446965 37.795724)
5971,POINT (-122.45605 37.71655)
5827,POINT (-122.466479 37.752885)
4104,POINT (-122.414586 37.80341)
3256,POINT (-122.43584 37.76738)
3241,POINT (-122.41538 37.77283)
3213,POINT (-122.46639 37.763797)
8052,POINT (-122.373086 37.728665)
5649,POINT (-122.413186 37.77981)
3848,POINT (-122.443384 37.78762)
3664,POINT (-122.445877 37.765146)
6732,POINT (-122.455035 37.777557)
4323,POINT (-122.43431 37.75441)
4070,POINT (-122.446485 37.760863)
3940,POINT (-122.442746 37.800051)
7958,POINT (-122.467727 37.705898)
4966,POINT (-122.395451 37.784193)
3662,POINT (-122.446851 37.769937)
7523,POINT (-122.393008 37.755158)
3203,POINT (-122.405386 37.771179)
3647,POINT (-122.458956 37.78374)
5174,POINT (-122.413357 37.808594)
6801,POINT (-122.424905 37.802431)
4886,POINT (-122.440874 37.716473)
5111,POINT (-122.38563 37.72735)
4363,POINT (-122.43566 37.74185)
4733,POINT (-122.463837 37.773532)
4658,POINT (-122.401104 37.782045)
5032,POINT (-122.44074 37.75241)
6301,POINT (-122.4142 37.79242)
6583,POINT (-122.40669 37.70935)
7960,POINT (-122.402383 37.771142)
3659,POINT (-122.446805 37.762978)
4218,POINT (-122.49991 37.77179)
6623,POINT (-122.483385 37.742683)
4103,POINT (-122.415136 37.803794)
5491,POINT (-122.392175 37.735796)
4107,POINT (-122.415973 37.804205)
5360,POINT (-122.412775 37.801929)
3835,POINT (-122.478446 37.784241)
3497,POINT (-122.485139 37.787536)
3743,POINT (-122.40949 37.75572)
6503,POINT (-122.471618 37.734807)
5713,POINT (-122.445304 37.770348)
6166,POINT (-122.50487 37.74743)
5901,POINT (-122.39908 37.723289)
6855,POINT (-122.41085 37.71218)
3693,POINT (-122.429531 37.737725)
3710,POINT (-122.409343 37.742851)
6978,POINT (-122.40841 37.72374)
3546,POINT (-122.492442 37.783419)
3084,POINT (-122.40396 37.798134)
4260,POINT (-122.467323 37.780777)
5621,POINT (-122.431354 37.728723)
6655,POINT (-122.406617 37.802721)
4395,POINT (-122.43726 37.73822)
3622,POINT (-122.46717 37.711418)
7209,POINT (-122.415052 37.734733)
3486,POINT (-122.42051 37.752062)
7916,POINT (-122.395206 37.789975)
6399,POINT (-122.419167 37.729015)
3771,POINT (-122.406997 37.737729)
5362,POINT (-122.412203 37.7991)
4022,POINT (-122.419589 37.792526)
3318,POINT (-122.432991 37.762645)
6592,POINT (-122.432828 37.786086)
8023,POINT (-122.448502 37.805021)
6219,POINT (-122.47435 37.73119)
3615,POINT (-122.435716 37.740037)
4223,POINT (-122.458416 37.774354)
4857,POINT (-122.46812 37.75824)
6596,POINT (-122.404378 37.789818)
4401,POINT (-122.4346 37.73889)
7909,POINT (-122.407019 37.76074)
7008,POINT (-122.39723 37.71121)
5139,POINT (-122.471858 37.731238)
5212,POINT (-122.499154 37.760679)
7347,POINT (-122.39561 37.722449)
7676,POINT (-122.392408 37.791339)
4357,POINT (-122.401368 37.763504)
4687,POINT (-122.4133 37.73888)
6328,POINT (-122.40149 37.79447)
3876,POINT (-122.44998 37.786801)
8045,POINT (-122.396408 37.759951)
3826,POINT (-122.465432 37.784819)
7078,POINT (-122.47744 37.71749)
5060,POINT (-122.420261 37.804777)
4772,POINT (-122.468925 37.770534)
6539,POINT (-122.495367 37.753163)
3444,POINT (-122.481113 37.75787)
6385,POINT (-122.41294 37.7069)
3463,POINT (-122.433939 37.751262)
4435,POINT (-122.439939 37.78515)
6695,POINT (-122.395491 37.776582)
7732,POINT (-122.414789 37.758762)
6535,POINT (-122.49565 37.756877)
6636,POINT (-122.502346 37.741924)
5529,POINT (-122.40024 37.78775)
4659,POINT (-122.403099 37.780386)
5738,POINT (-122.43101 37.74201)
4358,POINT (-122.400867 37.758017)
5961,POINT (-122.456232 37.721934)
4383,POINT (-122.434674 37.738262)
3206,POINT (-122.408376 37.773536)
3797,POINT (-122.476873 37.72599)
4099,POINT (-122.450427 37.768528)
4495,POINT (-122.42059 37.782863)
4861,POINT (-122.47269 37.75916)
8122,POINT (-122.37109 37.819101)
5561,POINT (-122.41871 37.75582)
4128,POINT (-122.396482 37.752287)
7099,POINT (-122.459975 37.706372)
6464,POINT (-122.47187 37.73478)
7844,POINT (-122.464275 37.785007)
5897,POINT (-122.454529 37.764352)
5433,POINT (-122.448536 37.731481)
5779,POINT (-122.467561 37.728285)
5692,POINT (-122.419321 37.775056)
4020,POINT (-122.414616 37.793173)
4293,POINT (-122.439366 37.783428)
3566,POINT (-122.502994 37.781087)
3594,POINT (-122.504973 37.745592)
6143,POINT (-122.47943 37.74845)
7074,POINT (-122.42903 37.76932)
5948,POINT (-122.47274 37.7841)
4199,POINT (-122.420127 37.735136)
4631,POINT (-122.430825 37.774268)
8002,POINT (-122.393259 37.788404)
4998,POINT (-122.426146 37.77653)
6009,POINT (-122.44396 37.74897)
5643,POINT (-122.405847 37.785705)
5732,POINT (-122.43148 37.74668)
5284,POINT (-122.439157 37.799399)
5614,POINT (-122.4247 37.73562)
3309,POINT (-122.446702 37.761854)
7843,POINT (-122.429462 37.737931)
3085,POINT (-122.436442 37.794131)
3761,POINT (-122.434654 37.724717)
3308,POINT (-122.4285 37.76281)
3214,POINT (-122.46608 37.762093)
6458,POINT (-122.489683 37.733955)
5776,POINT (-122.379318 37.728223)
3270,POINT (-122.470381 37.736387)
8117,POINT (-122.408043 37.794878)
4638,POINT (-122.433947 37.789744)
7398,POINT (-122.405044 37.708944)
5099,POINT (-122.37376 37.730941)
4842,POINT (-122.509991 37.773214)
5051,POINT (-122.38212 37.733355)
6415,POINT (-122.431217 37.72866)
6017,POINT (-122.41459 37.78745)
6220,POINT (-122.474366 37.730987)
3189,POINT (-122.46357 37.756767)
3232,POINT (-122.466547 37.750699)
8101,POINT (-122.42178 37.787574)
4155,POINT (-122.40781 37.739692)
5703,POINT (-122.42876 37.719823)
5074,POINT (-122.418784 37.798308)
6305,POINT (-122.42888 37.79057)
6181,POINT (-122.447447 37.800408)
3282,POINT (-122.410408 37.765595)
3129,POINT (-122.38926 37.73932)
3504,POINT (-122.39634 37.75236)
5658,POINT (-122.397016 37.792572)
4304,POINT (-122.427811 37.785033)
6398,POINT (-122.419396 37.729131)
5446,POINT (-122.45177 37.71969)
6173,POINT (-122.467218 37.714201)
3587,POINT (-122.505482 37.752837)
6237,POINT (-122.44301 37.76373)
3296,POINT (-122.407612 37.765764)
6604,POINT (-122.408677 37.789266)
5781,POINT (-122.447493 37.722942)
4686,POINT (-122.41362 37.74687)
5062,POINT (-122.418395 37.796345)
5842,POINT (-122.405222 37.79717)
6933,POINT (-122.456441 37.746489)
3454,POINT (-122.405304 37.754298)
6520,POINT (-122.408295 37.796306)
5209,POINT (-122.49293 37.761028)
4862,POINT (-122.415272 37.789151)
4238,POINT (-122.453233 37.744356)
3074,POINT (-122.445176 37.803415)
4472,POINT (-122.428946 37.781919)
5847,POINT (-122.411619 37.796378)
8066,POINT (-122.383451 37.729884)
5000,POINT (-122.442862 37.77429)
6847,POINT (-122.404493 37.710567)
5652,POINT (-122.41634 37.77741)
6201,POINT (-122.40307 37.76878)
5783,POINT (-122.43853 37.72357)
6739,POINT (-122.46553 37.741391)
6121,POINT (-122.4519 37.74532)
7376,POINT (-122.397456 37.718765)
7671,POINT (-122.441012 37.716419)
6456,POINT (-122.480061 37.734653)
4827,POINT (-122.37527 37.72988)
5400,POINT (-122.435045 37.778244)
3254,POINT (-122.429088 37.767768)
6204,POINT (-122.40207 37.758499)
8031,POINT (-122.462139 37.764182)
3814,POINT (-122.415035 37.789308)
4148,POINT (-122.407031 37.739567)
4581,POINT (-122.41634 37.72702)
4852,POINT (-122.464086 37.758605)
6512,POINT (-122.40887 37.79913)
6091,POINT (-122.44704 37.78897)
7325,POINT (-122.469953 37.719585)
7301,POINT (-122.41198 37.78585)
4940,POINT (-122.440685 37.770892)
5091,POINT (-122.418773 37.797406)
5857,POINT (-122.413465 37.795995)
7961,POINT (-122.387897 37.742521)
7219,POINT (-122.508685 37.760349)
4125,POINT (-122.397569 37.762614)
5624,POINT (-122.42927 37.73066)
4407,POINT (-122.443697 37.803772)
4204,POINT (-122.447631 37.76092)
4444,POINT (-122.43875 37.75352)
3480,POINT (-122.40669 37.75299)
3127,POINT (-122.3887 37.74012)
3794,POINT (-122.43334 37.80343)
6321,POINT (-122.46156 37.71144)
7737,POINT (-122.408581 37.796734)
4272,POINT (-122.488046 37.779862)
6615,POINT (-122.473306 37.743131)
3596,POINT (-122.504834 37.743737)
6940,POINT (-122.454058 37.745695)
5116,POINT (-122.390998 37.718039)
6253,POINT (-122.39004 37.73165)
6777,POINT (-122.438688 37.79674)
5921,POINT (-122.427348 37.718934)
6293,POINT (-122.45656 37.786908)
3823,POINT (-122.46257 37.785178)
7354,POINT (-122.388001 37.755414)
5699,POINT (-122.42647 37.7229)
7012,POINT (-122.40092 37.71201)
3475,POINT (-122.440504 37.750977)
3849,POINT (-122.399813 37.793296)
7355,POINT (-122.388558 37.760518)
4254,POINT (-122.465452 37.719613)
6571,POINT (-122.409612 37.710203)
3243,POINT (-122.416891 37.774038)
4973,POINT (-122.410371 37.772403)
3695,POINT (-122.434011 37.733595)
5797,POINT (-122.458077 37.724387)
4351,POINT (-122.401516 37.764762)
5889,POINT (-122.450083 37.764905)
3836,POINT (-122.47871 37.784109)
4108,POINT (-122.408723 37.799386)
3058,POINT (-122.492056 37.77589)
5458,POINT (-122.420226 37.805803)
6360,POINT (-122.40083 37.7211)
5083,POINT (-122.418361 37.795354)
4149,POINT (-122.41997 37.73992)
5294,POINT (-122.45172 37.79922)
3453,POINT (-122.40494 37.75442)
3280,POINT (-122.47295 37.75054)
3442,POINT (-122.481378 37.761608)
3878,POINT (-122.415749 37.791133)
6094,POINT (-122.447607 37.790905)
3380,POINT (-122.4764 37.75206)
6068,POINT (-122.407933 37.786322)
6217,POINT (-122.426822 37.756436)
3860,POINT (-122.396373 37.793678)
4671,POINT (-122.414914 37.762215)
5620,POINT (-122.43132 37.728723)
3384,POINT (-122.47614 37.7483)
6984,POINT (-122.484077 37.77235)
3589,POINT (-122.505194 37.751017)
5730,POINT (-122.458623 37.748351)
4225,POINT (-122.449774 37.775407)
5807,POINT (-122.469475 37.729945)
3967,POINT (-122.43233 37.7346)
5285,POINT (-122.439559 37.79948)
3446,POINT (-122.480986 37.756014)
6406,POINT (-122.422569 37.7289)
4534,POINT (-122.395181 37.796355)
6228,POINT (-122.450609 37.740198)
6925,POINT (-122.411529 37.794442)
6488,POINT (-122.43707 37.79606)
6092,POINT (-122.445796 37.782706)
3492,POINT (-122.48485 37.783807)
6602,POINT (-122.427062 37.786933)
3431,POINT (-122.479611 37.754337)
5536,POINT (-122.40664 37.782725)
4645,POINT (-122.389587 37.719921)
6383,POINT (-122.41193 37.70916)
7230,POINT (-122.456174 37.713279)
6853,POINT (-122.41453 37.71324)
4120,POINT (-122.410505 37.800384)
7263,POINT (-122.431991 37.751377)
6656,POINT (-122.406457 37.802605)
5311,POINT (-122.479489 37.765285)
3577,POINT (-122.505901 37.760395)
5995,POINT (-122.420427 37.789769)
7984,POINT (-122.426454 37.722717)
4560,POINT (-122.388595 37.742977)
6991,POINT (-122.435289 37.762683)
5689,POINT (-122.400491 37.790013)
3251,POINT (-122.47004 37.7416)
7804,POINT (-122.446932 37.723031)
3585,POINT (-122.505449 37.754756)
4703,POINT (-122.48254 37.72184)
4408,POINT (-122.439996 37.786283)
7798,POINT (-122.474474 37.713588)
6914,POINT (-122.45635 37.75534)
6300,POINT (-122.41749 37.79199)
6713,POINT (-122.440489 37.779359)
5457,POINT (-122.44329 37.80285)
4881,POINT (-122.449979 37.722121)
4888,POINT (-122.43303 37.712948)
6375,POINT (-122.466154 37.734861)
6119,POINT (-122.406472 37.755413)
6086,POINT (-122.44578 37.75041)
4337,POINT (-122.38695 37.74606)
4114,POINT (-122.413646 37.802598)
4634,POINT (-122.432699 37.783019)
6996,POINT (-122.41934 37.775234)
5445,POINT (-122.455832 37.731267)
6393,POINT (-122.433256 37.729794)
4026,POINT (-122.42101 37.792357)
3056,POINT (-122.489912 37.775989)
5334,POINT (-122.393956 37.791116)
3527,POINT (-122.487926 37.74808)
4994,POINT (-122.430834 37.775804)
5475,POINT (-122.437989 37.711797)
4143,POINT (-122.41658 37.73904)
4763,POINT (-122.453258 37.781599)
5904,POINT (-122.401576 37.723879)
3300,POINT (-122.421746 37.764987)
6480,POINT (-122.454186 37.772819)
6634,POINT (-122.500202 37.742021)
4508,POINT (-122.389772 37.790731)
4119,POINT (-122.410356 37.8005)
4279,POINT (-122.493399 37.779574)
5601,POINT (-122.446291 37.711468)
4413,POINT (-122.44089 37.78997)
4833,POINT (-122.484758 37.724542)
3588,POINT (-122.505366 37.751187)
6524,POINT (-122.40716 37.78997)
4716,POINT (-122.446462 37.767145)
5327,POINT (-122.47086 37.76565)
6929,POINT (-122.413008 37.794255)
3583,POINT (-122.50627 37.764053)
5859,POINT (-122.422901 37.794784)
4302,POINT (-122.41825 37.786137)
6435,POINT (-122.474493 37.73478)
4859,POINT (-122.47003 37.7582)
5702,POINT (-122.4323 37.71513)
4562,POINT (-122.393955 37.746031)
6364,POINT (-122.40535 37.73202)
5189,POINT (-122.462001 37.762299)
7318,POINT (-122.433511 37.769285)
7046,POINT (-122.40793 37.71135)
6575,POINT (-122.4241 37.7141)
6585,POINT (-122.443067 37.784889)
3778,POINT (-122.40677 37.73986)
3957,POINT (-122.424894 37.802199)
5288,POINT (-122.3814 37.73077)
4016,POINT (-122.424463 37.791907)
3935,POINT (-122.418369 37.748234)
3266,POINT (-122.471297 37.743124)
5884,POINT (-122.39853 37.73825)
6195,POINT (-122.40218 37.75943)
5798,POINT (-122.458306 37.724262)
5870,POINT (-122.385146 37.730795)
6238,POINT (-122.4437 37.76342)
3234,POINT (-122.466432 37.749164)
6773,POINT (-122.412374 37.800108)
6944,POINT (-122.401237 37.716357)
5777,POINT (-122.382684 37.730152)
6952,POINT (-122.478488 37.72806)
6785,POINT (-122.41422 37.799743)
5533,POINT (-122.40393 37.78464)
6247,POINT (-122.5067 37.74535)
3388,POINT (-122.475834 37.747152)
5389,POINT (-122.438289 37.777825)
3573,POINT (-122.505831 37.773538)
3827,POINT (-122.466825 37.78463)
4992,POINT (-122.437911 37.774898)
5071,POINT (-122.415158 37.779346)
4453,POINT (-122.44141 37.7452)
6468,POINT (-122.4735 37.74507)
4559,POINT (-122.388309 37.742994)
6443,POINT (-122.493451 37.733793)
4575,POINT (-122.392893 37.709831)
5467,POINT (-122.41346 37.806524)
6169,POINT (-122.467051 37.748977)
4142,POINT (-122.41639 37.73909)
5211,POINT (-122.499359 37.760743)
5726,POINT (-122.429168 37.767194)
5871,POINT (-122.38542 37.73082)
4544,POINT (-122.474744 37.731157)
7769,POINT (-122.399842 37.766287)
5305,POINT (-122.47305 37.76556)
6718,POINT (-122.415856 37.782621)
7767,POINT (-122.390891 37.766864)
7994,POINT (-122.394047 37.792437)
3751,POINT (-122.40873 37.74951)
7024,POINT (-122.39678 37.785461)
7231,POINT (-122.473791 37.758023)
3284,POINT (-122.426521 37.764707)
6620,POINT (-122.48045 37.742872)
5080,POINT (-122.420272 37.805633)
3584,POINT (-122.505621 37.754925)
5598,POINT (-122.439087 37.71915)
6229,POINT (-122.449361 37.740823)
5964,POINT (-122.456209 37.718454)
6654,POINT (-122.405735 37.801846)
3349,POINT (-122.421423 37.761663)
5115,POINT (-122.389212 37.717012)
5427,POINT (-122.443977 37.731508)
6487,POINT (-122.436863 37.795859)
6316,POINT (-122.40755 37.79328)
4432,POINT (-122.437487 37.773051)
3857,POINT (-122.397749 37.79342)
6412,POINT (-122.408994 37.731332)
6215,POINT (-122.427795 37.758229)
5216,POINT (-122.506064 37.760392)
5452,POINT (-122.453794 37.73671)
5974,POINT (-122.456049 37.723772)
3473,POINT (-122.412054 37.752694)
6405,POINT (-122.413611 37.729843)
6296,POINT (-122.43382 37.78981)
3832,POINT (-122.471103 37.784454)
3143,POINT (-122.390721 37.734787)
3642,POINT (-122.458645 37.777075)
5290,POINT (-122.383736 37.732463)
5233,POINT (-122.386611 37.732367)
4718,POINT (-122.453257 37.766413)
4354,POINT (-122.401026 37.759667)
6465,POINT (-122.471881 37.734575)
4937,POINT (-122.4159 37.71201)
7287,POINT (-122.416843 37.780382)
4314,POINT (-122.434934 37.760836)
5547,POINT (-122.41993 37.76862)
6095,POINT (-122.4474 37.79071)
3734,POINT (-122.4102 37.76187)
6586,POINT (-122.443306 37.784766)
7391,POINT (-122.389734 37.73765)
5540,POINT (-122.41355 37.77723)
4550,POINT (-122.380797 37.73877)
4593,POINT (-122.42324 37.7252)
6057,POINT (-122.408322 37.787464)
5507,POINT (-122.3837 37.74254)
6174,POINT (-122.463392 37.714348)
5326,POINT (-122.471032 37.765813)
3514,POINT (-122.43363 37.74815)
5020,POINT (-122.454498 37.802014)
7879,POINT (-122.39659 37.778403)
3505,POINT (-122.39662 37.752242)
7361,POINT (-122.388865 37.764239)
6972,POINT (-122.40961 37.72338)
8096,POINT (-122.423955 37.798514)
3406,POINT (-122.475947 37.729558)
7727,POINT (-122.487504 37.772474)
6491,POINT (-122.43721 37.79668)
5572,POINT (-122.421991 37.742417)
6516,POINT (-122.406729 37.787704)
3966,POINT (-122.42582 37.74191)
4145,POINT (-122.41846 37.7393)
6294,POINT (-122.3976 37.79455)
3301,POINT (-122.422056 37.764849)
4267,POINT (-122.481754 37.780247)
6601,POINT (-122.410316 37.789062)
5796,POINT (-122.436143 37.723887)
3756,POINT (-122.41032 37.76314)
4662,POINT (-122.409773 37.775115)
6287,POINT (-122.442359 37.725877)
3886,POINT (-122.472952 37.784514)
5281,POINT (-122.430937 37.800442)
5754,POINT (-122.498012 37.753215)
3263,POINT (-122.47206 37.75268)
4696,POINT (-122.41364 37.73579)
3630,POINT (-122.46507 37.71183)
7251,POINT (-122.437424 37.738199)
3046,POINT (-122.47813 37.776528)
5903,POINT (-122.397385 37.722726)
5952,POINT (-122.47248 37.78027)
6529,POINT (-122.4959 37.760658)
6307,POINT (-122.4031 37.79382)
5638,POINT (-122.399723 37.790485)
7573,POINT (-122.473799 37.748833)
3410,POINT (-122.388707 37.760536)
6024,POINT (-122.421448 37.786575)
3332,POINT (-122.438154 37.760765)
3930,POINT (-122.40976 37.74823)
4027,POINT (-122.409591 37.793826)
3255,POINT (-122.42913 37.76767)
4369,POINT (-122.43786 37.74359)
4310,POINT (-122.43538 37.76561)
3706,POINT (-122.481575 37.792079)
7345,POINT (-122.392604 37.729291)
4971,POINT (-122.406438 37.775498)
4454,POINT (-122.44304 37.74519)
6045,POINT (-122.411833 37.805738)
3428,POINT (-122.479853 37.757754)
3181,POINT (-122.464526 37.783026)
5873,POINT (-122.387367 37.732055)
4561,POINT (-122.390531 37.744245)
5744,POINT (-122.485168 37.753782)
5500,POINT (-122.379541 37.734174)
6246,POINT (-122.50504 37.74543)
6260,POINT (-122.446474 37.720827)
4664,POINT (-122.413958 37.771905)
5191,POINT (-122.46435 37.762334)
6109,POINT (-122.502855 37.779651)
4322,POINT (-122.43448 37.75464)
3586,POINT (-122.505322 37.752829)
3524,POINT (-122.39866 37.75111)
7870,POINT (-122.420365 37.771603)
4489,POINT (-122.419042 37.783184)
5344,POINT (-122.407088 37.719892)
4558,POINT (-122.382973 37.740003)
4642,POINT (-122.432138 37.780204)
6606,POINT (-122.400674 37.790298)
3650,POINT (-122.45876 37.781081)
7993,POINT (-122.395564 37.786228)
5300,POINT (-122.466746 37.766001)
4746,POINT (-122.48134 37.77276)
7873,POINT (-122.40173 37.78238)
6854,POINT (-122.410504 37.712247)
5584,POINT (-122.422874 37.741079)
5136,POINT (-122.47191 37.71463)
4704,POINT (-122.473169 37.715213)
6158,POINT (-122.4931 37.74796)
6840,POINT (-122.38883 37.72707)
6285,POINT (-122.440016 37.728996)
5821,POINT (-122.456224 37.751494)
6609,POINT (-122.434793 37.785942)
6188,POINT (-122.40273 37.76725)
5197,POINT (-122.472777 37.761848)
3799,POINT (-122.478889 37.725936)
4081,POINT (-122.447608 37.765405)
7125,POINT (-122.468984 37.738064)
4761,POINT (-122.437669 37.783624)
6660,POINT (-122.446359 37.733953)
3019,POINT (-122.403269 37.727645)
4868,POINT (-122.415479 37.790159)
5872,POINT (-122.387046 37.731858)
5254,POINT (-122.45548 37.74311)
5113,POINT (-122.386685 37.726041)
6259,POINT (-122.452281 37.713957)
4303,POINT (-122.414971 37.786556)
7312,POINT (-122.414128 37.752444)
4431,POINT (-122.43735 37.773185)
5067,POINT (-122.419883 37.802912)
6309,POINT (-122.42746 37.79076)
7747,POINT (-122.39358 37.711241)
3822,POINT (-122.462292 37.785353)
6610,POINT (-122.435028 37.785794)
3828,POINT (-122.469159 37.784665)
4028,POINT (-122.401325 37.794778)
7038,POINT (-122.412141 37.807639)
4182,POINT (-122.444743 37.75783)
3363,POINT (-122.47297 37.717323)
4154,POINT (-122.41343 37.73892)
6198,POINT (-122.40161 37.75352)
6348,POINT (-122.40061 37.71479)
3735,POINT (-122.41004 37.76167)
6536,POINT (-122.495385 37.757398)
5395,POINT (-122.41569 37.78073)
4867,POINT (-122.41453 37.7855)
3314,POINT (-122.437489 37.762415)
3909,POINT (-122.449804 37.765863)
7346,POINT (-122.392684 37.729211)
4203,POINT (-122.418626 37.735055)
7248,POINT (-122.425882 37.720522)
6397,POINT (-122.404365 37.733052)
3704,POINT (-122.431296 37.733211)
6668,POINT (-122.446325 37.735523)
5093,POINT (-122.40678 37.737943)
6072,POINT (-122.408299 37.788195)
5715,POINT (-122.44624 37.77402)
4611,POINT (-122.432329 37.781733)
6116,POINT (-122.46107 37.7404)
6223,POINT (-122.473719 37.732022)
3590,POINT (-122.505239 37.749331)
4913,POINT (-122.45421 37.71999)
8121,POINT (-122.371338 37.81977)
6075,POINT (-122.408493 37.789132)
4980,POINT (-122.441259 37.774509)
8080,POINT (-122.446509 37.721024)
3043,POINT (-122.475769 37.77676)
4390,POINT (-122.436162 37.748853)
4092,POINT (-122.44996 37.76556)
6447,POINT (-122.498961 37.73413)
4618,POINT (-122.430537 37.772199)
3082,POINT (-122.406345 37.797831)
7009,POINT (-122.39747 37.71119)
3257,POINT (-122.43578 37.76728)
4714,POINT (-122.457601 37.766056)
6922,POINT (-122.416287 37.793828)
3680,POINT (-122.42422 37.72474)
5418,POINT (-122.447425 37.721809)
3824,POINT (-122.464641 37.785069)
6555,POINT (-122.494594 37.741975)
4494,POINT (-122.420613 37.782988)
5045,POINT (-122.379692 37.73239)
3135,POINT (-122.389619 37.737927)
5165,POINT (-122.422867 37.793999)
3501,POINT (-122.484619 37.779925)
4129,POINT (-122.39638 37.751332)
4735,POINT (-122.465739 37.773318)
5453,POINT (-122.451491 37.737816)
4377,POINT (-122.435922 37.746256)
5100,POINT (-122.374035 37.730932)
3942,POINT (-122.436371 37.800738)
4669,POINT (-122.415417 37.765231)
7563,POINT (-122.412189 37.781166)
6233,POINT (-122.439505 37.766493)
7849,POINT (-122.393348 37.760182)
3275,POINT (-122.47351 37.75697)
8106,POINT (-122.388132 37.740053)
7149,POINT (-122.45013 37.798052)
6608,POINT (-122.438322 37.785402)
6010,POINT (-122.44487 37.747033)
4719,POINT (-122.454908 37.766208)
5675,POINT (-122.424971 37.77057)
4387,POINT (-122.434217 37.733452)
6782,POINT (-122.409267 37.800366)
6241,POINT (-122.42985 37.71814)
5866,POINT (-122.381425 37.728679)
7532,POINT (-122.416167 37.752275)
4258,POINT (-122.464125 37.781)
4773,POINT (-122.475024 37.807561)
5486,POINT (-122.38598 37.733152)
4001,POINT (-122.426528 37.742097)
5823,POINT (-122.453073 37.75128)
3820,POINT (-122.438084 37.766737)
7923,POINT (-122.41339 37.744258)
7677,POINT (-122.411606 37.776133)
5342,POINT (-122.404338 37.720766)
6455,POINT (-122.489259 37.73424)
5336,POINT (-122.39567 37.79253)
6396,POINT (-122.410839 37.730913)
6774,POINT (-122.412569 37.799957)
4280,POINT (-122.496402 37.779671)
3325,POINT (-122.435151 37.760952)
6432,POINT (-122.499223 37.731149)
3376,POINT (-122.47167 37.7162)
3060,POINT (-122.494577 37.775898)
6051,POINT (-122.409465 37.793755)
5940,POINT (-122.39988 37.73019)
5646,POINT (-122.408657 37.783395)
5279,POINT (-122.406525 37.803559)
3362,POINT (-122.47318 37.71805)
5535,POINT (-122.406525 37.782716)
3476,POINT (-122.418333 37.752321)
5663,POINT (-122.444055 37.758409)
8028,POINT (-122.448949 37.804816)
7142,POINT (-122.422238 37.790412)
5184,POINT (-122.417324 37.807132)
5438,POINT (-122.457654 37.730874)
3631,POINT (-122.465186 37.711698)
6632,POINT (-122.498055 37.742124)
7689,POINT (-122.415682 37.734894)
5608,POINT (-122.45006 37.70962)
5693,POINT (-122.39491 37.79426)
3136,POINT (-122.40211 37.786373)
4318,POINT (-122.43477 37.75778)
4231,POINT (-122.47218 37.77319)
4810,POINT (-122.443554 37.718927)
5441,POINT (-122.460426 37.730553)
8149,POINT (-122.372982 37.821962)
3513,POINT (-122.398388 37.752038)
3554,POINT (-122.493133 37.775997)
