STOPID,shape
5766,POINT (-122.37448 37.73025)
6236,POINT (-122.44291 37.76373)
7401,POINT (-122.391502 37.732262)
5763,POINT (-122.507854 37.752934)
5787,POINT (-122.461059 37.724957)
3124,POINT (-122.399326 37.784204)
5154,POINT (-122.416366 37.794854)
4156,POINT (-122.42267 37.74101)
7473,POINT (-122.388239 37.758074)
3033,POINT (-122.461969 37.777262)
4268,POINT (-122.48243 37.780167)
3696,POINT (-122.43408 37.733488)
3924,POINT (-122.507767 37.773421)
3666,POINT (-122.446656 37.76901)
3701,POINT (-122.429326 37.733487)
3520,POINT (-122.43177 37.74827)
4361,POINT (-122.43668 37.73867)
6523,POINT (-122.40705 37.79013)
5104,POINT (-122.377172 37.732709)
5769,POINT (-122.41131 37.74007)
5444,POINT (-122.455649 37.731445)
5735,POINT (-122.43117 37.74493)
3815,POINT (-122.402118 37.790924)
3116,POINT (-122.3942 37.7253)
5236,POINT (-122.38994 37.7798)
6663,POINT (-122.44605 37.738931)
3550,POINT (-122.492296 37.779939)
4481,POINT (-122.41769 37.783353)
3851,POINT (-122.39987 37.793144)
4710,POINT (-122.479607 37.719601)
4651,POINT (-122.448948 37.73315)
4382,POINT (-122.434468 37.738681)
4884,POINT (-122.438034 37.715143)
4037,POINT (-122.455514 37.75368)
7757,POINT (-122.422301 37.773084)
7877,POINT (-122.406477 37.787151)
5315,POINT (-122.483363 37.765105)
3192,POINT (-122.407904 37.776864)
4823,POINT (-122.407211 37.807182)
4209,POINT (-122.446577 37.750388)
5844,POINT (-122.420035 37.795149)
3333,POINT (-122.423955 37.761619)
6522,POINT (-122.40788 37.79348)
6451,POINT (-122.502777 37.735368)
3330,POINT (-122.426236 37.761486)
4403,POINT (-122.43433 37.73608)
7006,POINT (-122.39661 37.71097)
3201,POINT (-122.465808 37.773639)
6192,POINT (-122.4024 37.761988)
4637,POINT (-122.4341 37.789925)
5705,POINT (-122.446553 37.775577)
4224,POINT (-122.458003 37.774282)
3048,POINT (-122.480273 37.776429)
5640,POINT (-122.403519 37.787525)
5112,POINT (-122.38572 37.72711)
3331,POINT (-122.425927 37.761388)
5339,POINT (-122.408886 37.719581)
4705,POINT (-122.474292 37.715899)
5965,POINT (-122.45613 37.71501)
3426,POINT (-122.480106 37.761457)
3600,POINT (-122.504579 37.739998)
3759,POINT (-122.42857 37.72166)
4530,POINT (-122.410287 37.808351)
6475,POINT (-122.39528 37.7934)
3215,POINT (-122.466241 37.76204)
6149,POINT (-122.48477 37.74822)
5309,POINT (-122.47761 37.765526)
3338,POINT (-122.419509 37.761895)
5987,POINT (-122.423231 37.803653)
4501,POINT (-122.406278 37.806945)
6640,POINT (-122.494361 37.742287)
6304,POINT (-122.41587 37.79221)
5609,POINT (-122.437483 37.721282)
5840,POINT (-122.41491 37.79596)
6481,POINT (-122.454335 37.772766)
5830,POINT (-122.446027 37.741385)
6544,POINT (-122.495169 37.751307)
4021,POINT (-122.404411 37.794477)
3358,POINT (-122.475245 37.721342)
5697,POINT (-122.450541 37.753618)
5727,POINT (-122.413347 37.779712)
6358,POINT (-122.40226 37.7241)
5125,POINT (-122.495342 37.716241)
3724,POINT (-122.39995 37.77795)
8081,POINT (-122.407769 37.739684)
4278,POINT (-122.493445 37.779798)
3885,POINT (-122.436808 37.788455)
5341,POINT (-122.404098 37.720677)
4186,POINT (-122.442795 37.755483)
6460,POINT (-122.482237 37.734555)
5101,POINT (-122.375614 37.732004)
5893,POINT (-122.451103 37.764771)
5390,POINT (-122.43851 37.77773)
3798,POINT (-122.47714 37.72597)
4979,POINT (-122.441501 37.774573)
3744,POINT (-122.40919 37.75431)
7101,POINT (-122.4614 37.72491)
5426,POINT (-122.444607 37.731642)
5717,POINT (-122.44573 37.77173)
5001,POINT (-122.445991 37.773979)
4331,POINT (-122.43571 37.76895)
6303,POINT (-122.4195 37.79175)
7357,POINT (-122.389182 37.768504)
3685,POINT (-122.40451 37.72744)
3057,POINT (-122.491838 37.776024)
5513,POINT (-122.461458 37.737744)
3356,POINT (-122.475302 37.72111)
4996,POINT (-122.423326 37.776893)
5868,POINT (-122.38273 37.72942)
7539,POINT (-122.465006 37.775263)
5078,POINT (-122.419665 37.801859)
3415,POINT (-122.437868 37.757561)
5354,POINT (-122.41136 37.71877)
6067,POINT (-122.408139 37.786509)
6240,POINT (-122.44102 37.76536)
3252,POINT (-122.47018 37.74153)
4197,POINT (-122.422567 37.735244)
3702,POINT (-122.42952 37.733318)
3305,POINT (-122.473707 37.746745)
4799,POINT (-122.42576 37.71072)
3295,POINT (-122.407624 37.7658)
4847,POINT (-122.417106 37.781693)
4860,POINT (-122.47227 37.75913)
5528,POINT (-122.39749 37.78992)
3978,POINT (-122.472676 37.712964)
4568,POINT (-122.41491 37.73471)
6896,POINT (-122.469145 37.73785)
4764,POINT (-122.456434 37.78126)
3145,POINT (-122.39146 37.73225)
7286,POINT (-122.39392 37.746164)
5098,POINT (-122.372134 37.729869)
6437,POINT (-122.47738 37.734752)
5237,POINT (-122.389824 37.779621)
3052,POINT (-122.484296 37.77624)
8102,POINT (-122.421208 37.784782)
4000,POINT (-122.426459 37.742222)
7552,POINT (-122.413637 37.748483)
5399,POINT (-122.42701 37.779206)
5960,POINT (-122.456221 37.720113)
7447,POINT (-122.387954 37.784547)
3016,POINT (-122.389786 37.772618)
7186,POINT (-122.477209 37.765437)
6142,POINT (-122.47917 37.74855)
7252,POINT (-122.433557 37.769357)
4894,POINT (-122.432068 37.712885)
4131,POINT (-122.39622 37.750002)
3498,POINT (-122.485356 37.787367)
7950,POINT (-122.391902 37.793186)
6212,POINT (-122.429647 37.731399)
3348,POINT (-122.421732 37.761762)
3465,POINT (-122.436402 37.751092)
5553,POINT (-122.419348 37.762635)
3322,POINT (-122.428195 37.76137)
7853,POINT (-122.493413 37.764709)
3995,POINT (-122.427497 37.7518)
5011,POINT (-122.433203 37.775627)
5422,POINT (-122.439635 37.731668)
5108,POINT (-122.37984 37.7333)
5235,POINT (-122.38955 37.7796)
7194,POINT (-122.459072 37.720104)
3779,POINT (-122.407122 37.73946)
4504,POINT (-122.397434 37.798901)
7344,POINT (-122.394394 37.725241)
7772,POINT (-122.388403 37.73997)
5924,POINT (-122.45227 37.726922)
5630,POINT (-122.435435 37.71094)
3477,POINT (-122.41855 37.752178)
3772,POINT (-122.403167 37.712125)
4394,POINT (-122.43535 37.741599)
4582,POINT (-122.41653 37.72688)
5366,POINT (-122.411619 37.7962)
7191,POINT (-122.401995 37.713395)
4162,POINT (-122.442841 37.7618)
5851,POINT (-122.42125 37.794998)
5976,POINT (-122.45599 37.7117)
6703,POINT (-122.39555 37.7318)
4520,POINT (-122.391066 37.792159)
8015,POINT (-122.444479 37.75849)
5980,POINT (-122.45851 37.73261)
5140,POINT (-122.47099 37.71091)
3883,POINT (-122.402622 37.792931)
8003,POINT (-122.401416 37.740966)
4398,POINT (-122.435864 37.745641)
4183,POINT (-122.44425 37.760542)
4391,POINT (-122.43599 37.748683)
6417,POINT (-122.416109 37.729014)
6172,POINT (-122.466982 37.714342)
4123,POINT (-122.397661 37.76498)
7326,POINT (-122.468155 37.719594)
5247,POINT (-122.45887 37.748121)
6653,POINT (-122.40664 37.802988)
7399,POINT (-122.402339 37.712226)
7185,POINT (-122.407342 37.797849)
5306,POINT (-122.475421 37.765616)
3403,POINT (-122.474937 37.727017)
4845,POINT (-122.422083 37.806348)
6942,POINT (-122.40438 37.71705)
7313,POINT (-122.407306 37.738371)
6644,POINT (-122.415307 37.805257)
5018,POINT (-122.429701 37.770248)
4972,POINT (-122.408513 37.773866)
3483,POINT (-122.416156 37.752445)
8048,POINT (-122.413972 37.782691)
5541,POINT (-122.41273 37.7777)
5852,POINT (-122.409991 37.796556)
3948,POINT (-122.431406 37.80137)
3830,POINT (-122.468963 37.784551)
4227,POINT (-122.510792 37.771421)
3599,POINT (-122.504534 37.741685)
7544,POINT (-122.397473 37.761326)
3732,POINT (-122.41028 37.76422)
6214,POINT (-122.427924 37.758264)
5718,POINT (-122.447 37.778771)
3239,POINT (-122.412492 37.770557)
3691,POINT (-122.41067 37.74151)
3507,POINT (-122.394832 37.7525)
5321,POINT (-122.492565 37.764844)
4661,POINT (-122.407847 37.776641)
6461,POINT (-122.496492 37.733681)
4032,POINT (-122.45839 37.75171)
4402,POINT (-122.43444 37.73623)
3430,POINT (-122.479714 37.755898)
3965,POINT (-122.42575 37.74202)
4271,POINT (-122.487806 37.780005)
3768,POINT (-122.40458 37.74435)
4089,POINT (-122.449533 37.763263)
6754,POINT (-122.435661 37.797124)
5207,POINT (-122.489719 37.761172)
3361,POINT (-122.472275 37.716889)
6052,POINT (-122.409626 37.793835)
7020,POINT (-122.44508 37.7493)
6315,POINT (-122.4119 37.79271)
3217,POINT (-122.465954 37.760237)
6951,POINT (-122.475739 37.726883)
6216,POINT (-122.426922 37.756643)
3240,POINT (-122.41573 37.77333)
6651,POINT (-122.405677 37.801766)
5950,POINT (-122.471653 37.773219)
3383,POINT (-122.4759 37.74853)
3840,POINT (-122.485286 37.783808)
6275,POINT (-122.44479 37.722862)
3499,POINT (-122.484295 37.772689)
7892,POINT (-122.504695 37.741667)
4451,POINT (-122.4337 37.76911)
5397,POINT (-122.41741 37.78051)
5760,POINT (-122.504451 37.752936)
3150,POINT (-122.392776 37.729166)
3975,POINT (-122.425498 37.739625)
5668,POINT (-122.427103 37.76888)
7027,POINT (-122.45389 37.800551)
3697,POINT (-122.440093 37.735005)
7520,POINT (-122.404654 37.709622)
3196,POINT (-122.412395 37.780309)
7863,POINT (-122.401909 37.796527)
5616,POINT (-122.435971 37.723263)
6469,POINT (-122.431507 37.710708)
6046,POINT (-122.412508 37.808031)
3563,POINT (-122.497424 37.747621)
3556,POINT (-122.493515 37.781502)
5834,POINT (-122.451308 37.744999)
7331,POINT (-122.409049 37.713844)
4623,POINT (-122.434556 37.792761)
5187,POINT (-122.41361 37.78869)
5874,POINT (-122.38731 37.731849)
6574,POINT (-122.423673 37.714133)
4492,POINT (-122.43736 37.780724)
3763,POINT (-122.42776 37.72128)
6434,POINT (-122.497522 37.733128)
4006,POINT (-122.429087 37.769302)
4347,POINT (-122.397532 37.792608)
6710,POINT (-122.442174 37.779288)
4636,POINT (-122.433655 37.787717)
6151,POINT (-122.48586 37.74816)
3543,POINT (-122.4286 37.74202)
7624,POINT (-122.502368 37.730387)
6135,POINT (-122.468369 37.749039)
5278,POINT (-122.40651 37.8037)
4873,POINT (-122.499592 37.785015)
4567,POINT (-122.41893 37.73262)
5833,POINT (-122.443782 37.736478)
7036,POINT (-122.452453 37.723031)
5695,POINT (-122.410228 37.782316)
5239,POINT (-122.394173 37.776269)
5610,POINT (-122.43568 37.72338)
6771,POINT (-122.430651 37.797641)
6844,POINT (-122.39991 37.73037)
5818,POINT (-122.421415 37.784657)
4891,POINT (-122.435961 37.714028)
6074,POINT (-122.409443 37.79296)
3385,POINT (-122.470249 37.714856)
5347,POINT (-122.4183 37.718763)
6848,POINT (-122.40898 37.71168)
4172,POINT (-122.4459 37.758659)
7166,POINT (-122.393864 37.776278)
6750,POINT (-122.410081 37.800411)
7011,POINT (-122.39896 37.71162)
4819,POINT (-122.404364 37.792878)
8158,POINT (-122.426955 37.745398)
4168,POINT (-122.443 37.75399)
7915,POINT (-122.395493 37.789957)
6069,POINT (-122.408905 37.791095)
5221,POINT (-122.509011 37.760363)
3062,POINT (-122.497419 37.775647)
4189,POINT (-122.416725 37.734966)
4942,POINT (-122.427321 37.772434)
3525,POINT (-122.48611 37.73896)
5913,POINT (-122.435765 37.722941)
6085,POINT (-122.42835 37.71748)
6740,POINT (-122.465216 37.741518)
4078,POINT (-122.447917 37.76694)
3293,POINT (-122.419835 37.764983)
7307,POINT (-122.450541 37.740038)
8049,POINT (-122.412829 37.784806)
3224,POINT (-122.465758 37.754804)
4667,POINT (-122.41553 37.768461)
4608,POINT (-122.436229 37.801091)
5504,POINT (-122.37947 37.73502)
7102,POINT (-122.45834 37.72426)
6291,POINT (-122.4306 37.79036)
4316,POINT (-122.43491 37.75939)
6852,POINT (-122.414237 37.713283)
4257,POINT (-122.464125 37.781108)
6000,POINT (-122.421057 37.791929)
4953,POINT (-122.430347 37.772095)
6008,POINT (-122.443483 37.749951)
5739,POINT (-122.47312 37.75526)
5885,POINT (-122.46074 37.762727)
3040,POINT (-122.470313 37.777002)
5160,POINT (-122.43924 37.791932)
6511,POINT (-122.40779 37.79381)
3485,POINT (-122.420556 37.752178)
6767,POINT (-122.420527 37.79895)
8035,POINT (-122.438373 37.748621)
5877,POINT (-122.39292 37.735029)
7342,POINT (-122.395782 37.722199)
3326,POINT (-122.434842 37.760845)
6146,POINT (-122.48345 37.74838)
5204,POINT (-122.48356 37.761373)
5878,POINT (-122.392657 37.735028)
6796,POINT (-122.4428 37.76582)
5394,POINT (-122.42325 37.779634)
4817,POINT (-122.37711 37.73004)
5518,POINT (-122.45927 37.740207)
5963,POINT (-122.45606 37.71817)
6185,POINT (-122.3954 37.72979)
8057,POINT (-122.381526 37.730535)
5002,POINT (-122.446003 37.773926)
5061,POINT (-122.418578 37.796496)
4629,POINT (-122.431762 37.778343)
7205,POINT (-122.471343 37.735039)
4515,POINT (-122.401113 37.803263)
3736,POINT (-122.41008 37.76058)
5244,POINT (-122.459076 37.747229)
4647,POINT (-122.39332 37.722028)
5079,POINT (-122.415421 37.780783)
5440,POINT (-122.453083 37.731472)
4943,POINT (-122.440548 37.770749)
6087,POINT (-122.446084 37.752351)
3441,POINT (-122.481482 37.763134)
3334,POINT (-122.423646 37.761521)
4336,POINT (-122.437474 37.710039)
5662,POINT (-122.429214 37.76725)
4158,POINT (-122.41199 37.73978)
7862,POINT (-122.402343 37.798392)
8128,POINT (-122.404063 37.720775)
7917,POINT (-122.395493 37.790073)
8156,POINT (-122.427261 37.748603)
7235,POINT (-122.394631 37.777278)
4222,POINT (-122.50631 37.77148)
3979,POINT (-122.47278 37.7131)
5838,POINT (-122.4182 37.79555)
3694,POINT (-122.44007 37.734871)
5250,POINT (-122.45663 37.74415)
5107,POINT (-122.380023 37.73347)
6673,POINT (-122.450529 37.741733)
5483,POINT (-122.436683 37.713644)
5166,POINT (-122.423154 37.793954)
6048,POINT (-122.408871 37.790141)
5849,POINT (-122.403582 37.797393)
4080,POINT (-122.444319 37.758222)
5902,POINT (-122.397946 37.723012)
3953,POINT (-122.439616 37.80031)
5712,POINT (-122.44542 37.77031)
5369,POINT (-122.412546 37.799974)
5392,POINT (-122.431744 37.778618)
6059,POINT (-122.409763 37.795405)
8134,POINT (-122.387809 37.755479)
4588,POINT (-122.42046 37.72586)
6845,POINT (-122.412371 37.712765)
5953,POINT (-122.472217 37.780776)
4290,POINT (-122.449992 37.782242)
7181,POINT (-122.413978 37.80283)
4923,POINT (-122.419743 37.778188)
7688,POINT (-122.458208 37.763299)
6104,POINT (-122.452537 37.799043)
3976,POINT (-122.4302 37.73563)
8047,POINT (-122.412739 37.78072)
6676,POINT (-122.450655 37.742599)
5895,POINT (-122.452879 37.764548)
6913,POINT (-122.463135 37.758694)
4877,POINT (-122.45718 37.74529)
3867,POINT (-122.41756 37.791018)
5203,POINT (-122.4833 37.761452)
3576,POINT (-122.506015 37.760519)
5324,POINT (-122.507405 37.764186)
7352,POINT (-122.38792 37.742726)
6376,POINT (-122.44183 37.80308)
6421,POINT (-122.405672 37.73241)
5810,POINT (-122.405629 37.786642)
7382,POINT (-122.388945 37.764177)
3279,POINT (-122.47309 37.7524)
4376,POINT (-122.435761 37.746292)
5632,POINT (-122.438241 37.711155)
6020,POINT (-122.426654 37.785906)
7308,POINT (-122.463856 37.758426)
6111,POINT (-122.50501 37.779837)
3077,POINT (-122.444982 37.802478)
5200,POINT (-122.477194 37.761655)
3892,POINT (-122.446965 37.787265)
5968,POINT (-122.457768 37.732239)
3517,POINT (-122.400024 37.750753)
7151,POINT (-122.46504 37.73985)
6638,POINT (-122.50449 37.741823)
6779,POINT (-122.422499 37.798799)
5979,POINT (-122.45607 37.71773)
4924,POINT (-122.44043 37.75504)
5469,POINT (-122.423494 37.805241)
6063,POINT (-122.407682 37.784698)
5916,POINT (-122.43107 37.72088)
4018,POINT (-122.405971 37.794263)
4455,POINT (-122.44029 37.74526)
6911,POINT (-122.459971 37.75376)
7282,POINT (-122.450066 37.765914)
6012,POINT (-122.4442 37.74715)
5578,POINT (-122.42404 37.73899)
4421,POINT (-122.439412 37.783375)
3522,POINT (-122.401124 37.750718)
5537,POINT (-122.40831 37.78119)
4113,POINT (-122.413531 37.802687)
4511,POINT (-122.389898 37.790561)
4650,POINT (-122.448753 37.728492)
5072,POINT (-122.419494 37.801011)
4286,POINT (-122.506259 37.779043)
4768,POINT (-122.421575 37.785745)
5367,POINT (-122.411769 37.79612)
3459,POINT (-122.408971 37.752755)
7527,POINT (-122.392791 37.755015)
3466,POINT (-122.425311 37.751903)
4151,POINT (-122.41455 37.73892)
3963,POINT (-122.432504 37.709628)
4301,POINT (-122.403656 37.787997)
7768,POINT (-122.397011 37.766492)
5648,POINT (-122.411329 37.78129)
5472,POINT (-122.42495 37.805045)
7294,POINT (-122.396797 37.793527)
5835,POINT (-122.420422 37.771594)
7592,POINT (-122.420064 37.748056)
6093,POINT (-122.44593 37.78267)
3705,POINT (-122.482617 37.788465)
3844,POINT (-122.490087 37.783578)
5065,POINT (-122.41747 37.79111)
3389,POINT (-122.47601 37.74647)
3958,POINT (-122.434502 37.801103)
4213,POINT (-122.49634 37.77208)
7329,POINT (-122.403794 37.711138)
4405,POINT (-122.43475 37.73731)
4406,POINT (-122.443319 37.801907)
7999,POINT (-122.466344 37.763307)
4079,POINT (-122.444479 37.758383)
3153,POINT (-122.389694 37.772966)
4341,POINT (-122.469023 37.705964)
5076,POINT (-122.418189 37.794542)
8056,POINT (-122.38289 37.730286)
4360,POINT (-122.435762 37.740198)
5161,POINT (-122.439612 37.791772)
5205,POINT (-122.48651 37.76131)
7229,POINT (-122.443208 37.746676)
6445,POINT (-122.496773 37.733907)
6595,POINT (-122.413618 37.788643)
8159,POINT (-122.49481 37.745838)
5759,POINT (-122.503088 37.75316)
5585,POINT (-122.45653 37.70741)
7425,POINT (-122.465501 37.733148)
3571,POINT (-122.505958 37.775206)
4689,POINT (-122.41365 37.73494)
6775,POINT (-122.404474 37.801087)
6298,POINT (-122.42613 37.79092)
7065,POINT (-122.475176 37.721342)
4475,POINT (-122.432236 37.7815)
3516,POINT (-122.40015 37.75086)
4725,POINT (-122.398151 37.791645)
7298,POINT (-122.407623 37.767334)
6350,POINT (-122.39994 37.71482)
6675,POINT (-122.446336 37.737477)
5015,POINT (-122.42919 37.776035)
4019,POINT (-122.417899 37.792756)
6549,POINT (-122.494822 37.74607)
3468,POINT (-122.438361 37.751102)
3093,POINT (-122.423195 37.806375)
5580,POINT (-122.42682 37.73334)
6613,POINT (-122.42154 37.78763)
3847,POINT (-122.443634 37.787738)
5439,POINT (-122.453289 37.731615)
6129,POINT (-122.50744 37.780041)
5911,POINT (-122.432959 37.721612)
4589,POINT (-122.422043 37.725598)
7805,POINT (-122.473158 37.714151)
5554,POINT (-122.419463 37.761761)
6156,POINT (-122.49095 37.74805)
7394,POINT (-122.397697 37.71864)
6603,POINT (-122.420198 37.787797)
3541,POINT (-122.42217 37.74231)
4792,POINT (-122.451205 37.729955)
6361,POINT (-122.40127 37.72175)
4281,POINT (-122.49662 37.779439)
5710,POINT (-122.447573 37.782144)
3253,POINT (-122.437213 37.767296)
4253,POINT (-122.467937 37.719746)
4392,POINT (-122.4363 37.7383)
6389,POINT (-122.41257 37.70815)
4005,POINT (-122.429167 37.769499)
4866,POINT (-122.41638 37.79465)
7912,POINT (-122.407168 37.760606)
5261,POINT (-122.494615 37.781653)
7976,POINT (-122.46564 37.740733)
5714,POINT (-122.446049 37.77406)
4961,POINT (-122.433545 37.771632)
6617,POINT (-122.475821 37.742971)
7330,POINT (-122.407148 37.713343)
4090,POINT (-122.44938 37.76313)
7404,POINT (-122.388884 37.739916)
6800,POINT (-122.42464 37.80258)
8100,POINT (-122.42257 37.791313)
6672,POINT (-122.450472 37.74184)
5503,POINT (-122.379323 37.735164)
5758,POINT (-122.502309 37.753026)
4612,POINT (-122.432401 37.781523)
7977,POINT (-122.413023 37.785743)
4630,POINT (-122.436791 37.803547)
5514,POINT (-122.461309 37.737869)
7638,POINT (-122.440816 37.723433)
6841,POINT (-122.39042 37.72808)
7428,POINT (-122.387153 37.741406)
6723,POINT (-122.443791 37.778958)
5896,POINT (-122.45265 37.764432)
6819,POINT (-122.42546 37.80485)
6515,POINT (-122.409461 37.801419)
3757,POINT (-122.41016 37.76294)
7919,POINT (-122.423474 37.79474)
6324,POINT (-122.46198 37.71128)
6152,POINT (-122.48666 37.74822)
5910,POINT (-122.432673 37.721638)
5192,POINT (-122.464144 37.762201)
3364,POINT (-122.476955 37.76177)
4256,POINT (-122.461156 37.781045)
5837,POINT (-122.406735 37.796984)
8163,POINT (-122.42215 37.713651)
7378,POINT (-122.387571 37.749097)
4767,POINT (-122.411681 37.786983)
4811,POINT (-122.443554 37.718722)
7109,POINT (-122.471446 37.734825)
5292,POINT (-122.45013 37.72039)
3510,POINT (-122.431659 37.749673)
8118,POINT (-122.409372 37.796619)
3947,POINT (-122.431475 37.801486)
5683,POINT (-122.40964 37.78285)
7360,POINT (-122.389366 37.768237)
4139,POINT (-122.434588 37.709504)
3471,POINT (-122.422767 37.752045)
5277,POINT (-122.408039 37.803381)
7869,POINT (-122.505413 37.736991)
5398,POINT (-122.42717 37.779304)
6202,POINT (-122.402843 37.768573)
3914,POINT (-122.45259 37.765495)
3996,POINT (-122.42735 37.751591)
5343,POINT (-122.406916 37.720098)
5106,POINT (-122.38034 37.73058)
8094,POINT (-122.423199 37.794784)
4229,POINT (-122.446404 37.775844)
7289,POINT (-122.415428 37.7654)
6953,POINT (-122.478929 37.728294)
4074,POINT (-122.44794 37.766154)
6019,POINT (-122.402739 37.78896)
3833,POINT (-122.475229 37.784386)
6987,POINT (-122.459659 37.734559)
4626,POINT (-122.435952 37.799707)
4178,POINT (-122.443425 37.756446)
3617,POINT (-122.434216 37.740189)
3272,POINT (-122.47367 37.75811)
3530,POINT (-122.48765 37.74451)
6985,POINT (-122.45896 37.733604)
6968,POINT (-122.39295 37.72938)
4615,POINT (-122.43291 37.783984)
4160,POINT (-122.420904 37.740294)
6007,POINT (-122.421411 37.793695)
7787,POINT (-122.42768 37.800861)
5898,POINT (-122.4543 37.764236)
6986,POINT (-122.459189 37.733702)
8155,POINT (-122.42706 37.748416)
7364,POINT (-122.387525 37.749097)
6635,POINT (-122.500461 37.7419)
4851,POINT (-122.417792 37.785084)
5854,POINT (-122.402367 37.797544)
5988,POINT (-122.42341 37.80353)
4540,POINT (-122.437742 37.754367)
3307,POINT (-122.44768 37.76176)
4635,POINT (-122.433565 37.788049)
5090,POINT (-122.41863 37.79744)
3437,POINT (-122.390268 37.757807)
4025,POINT (-122.40277 37.794682)
5283,POINT (-122.447527 37.7984)
6107,POINT (-122.4517 37.796705)
5455,POINT (-122.450357 37.739244)
6076,POINT (-122.408642 37.789061)
4614,POINT (-122.432921 37.784733)
3699,POINT (-122.43597 37.733827)
4334,POINT (-122.435266 37.762397)
5110,POINT (-122.3846 37.72837)
6197,POINT (-122.401672 37.754332)
3436,POINT (-122.39008 37.75787)
4292,POINT (-122.455677 37.781528)
6667,POINT (-122.448776 37.734345)
8136,POINT (-122.469969 37.7415)
4491,POINT (-122.437165 37.780876)
3846,POINT (-122.459036 37.785659)
5954,POINT (-122.45601 37.71334)
6439,POINT (-122.479625 37.734404)
7572,POINT (-122.473834 37.748592)
3178,POINT (-122.46409 37.776985)
3597,POINT (-122.504662 37.743567)
5505,POINT (-122.38317 37.7437)
5220,POINT (-122.470572 37.76195)
4029,POINT (-122.407561 37.794082)
7529,POINT (-122.423368 37.803484)
8097,POINT (-122.424035 37.798576)
3472,POINT (-122.422985 37.751911)
5574,POINT (-122.452578 37.708808)
6758,POINT (-122.4075 37.80068)
6099,POINT (-122.446289 37.784392)
4785,POINT (-122.391729 37.72035)
4783,POINT (-122.395415 37.722458)
4632,POINT (-122.430866 37.773759)
3960,POINT (-122.434222 37.70887)
5975,POINT (-122.456233 37.723638)
5401,POINT (-122.43519 37.77815)
8157,POINT (-122.426737 37.745225)
4384,POINT (-122.435841 37.747104)
5982,POINT (-122.45203 37.749264)
3424,POINT (-122.43901 37.75536)
4748,POINT (-122.484306 37.772591)
7039,POINT (-122.406724 37.713852)
7954,POINT (-122.432052 37.784382)
5829,POINT (-122.450678 37.744481)
7154,POINT (-122.446695 37.720467)
4414,POINT (-122.438942 37.780591)
4095,POINT (-122.45061 37.769456)
5962,POINT (-122.4561 37.72177)
5295,POINT (-122.46014 37.76612)
5543,POINT (-122.41518 37.77594)
5476,POINT (-122.43002 37.72251)
8135,POINT (-122.485079 37.78361)
6388,POINT (-122.41234 37.70826)
4326,POINT (-122.43401 37.7512)
5219,POINT (-122.470329 37.762075)
7264,POINT (-122.399195 37.79094)
4138,POINT (-122.434828 37.709638)
3869,POINT (-122.414121 37.791472)
4985,POINT (-122.444298 37.774195)
5429,POINT (-122.446692 37.731481)
4362,POINT (-122.4369 37.7386)
3897,POINT (-122.45327 37.786382)
6327,POINT (-122.40122 37.79318)
4805,POINT (-122.447379 37.720952)
4487,POINT (-122.435515 37.781081)
6061,POINT (-122.41146 37.80281)
6498,POINT (-122.39344 37.7933)
3899,POINT (-122.407552 37.792308)
3299,POINT (-122.416048 37.765218)
6463,POINT (-122.483955 37.734483)
4676,POINT (-122.414481 37.75546)
4863,POINT (-122.41567 37.79109)
6402,POINT (-122.426085 37.728561)
3244,POINT (-122.41852 37.7755)
6231,POINT (-122.443138 37.764495)
3562,POINT (-122.496621 37.76436)
6161,POINT (-122.49763 37.74763)
3722,POINT (-122.39769 37.7332)
3825,POINT (-122.464709 37.784902)
7750,POINT (-122.409558 37.748374)
3863,POINT (-122.398643 37.793438)
3427,POINT (-122.47998 37.759592)
3880,POINT (-122.41098 37.791872)
7868,POINT (-122.428248 37.737752)
4624,POINT (-122.434607 37.792386)
7800,POINT (-122.42807 37.800942)
3226,POINT (-122.465631 37.752939)
6988,POINT (-122.459705 37.734389)
3456,POINT (-122.403631 37.754395)
5102,POINT (-122.37588 37.73199)
3096,POINT (-122.431181 37.736655)
3107,POINT (-122.3879 37.75569)
6050,POINT (-122.409294 37.792211)
4285,POINT (-122.502775 37.779151)
5517,POINT (-122.459224 37.740082)
4438,POINT (-122.403301 37.769894)
4821,POINT (-122.403461 37.788051)
5037,POINT (-122.472713 37.721485)
4274,POINT (-122.49019 37.779727)
4858,POINT (-122.47008 37.7583)
3491,POINT (-122.485102 37.784003)
7023,POINT (-122.41526 37.73327)
4836,POINT (-122.48527 37.71153)
4935,POINT (-122.377217 37.828181)
5603,POINT (-122.39493 37.791965)
6171,POINT (-122.46964 37.748834)
4221,POINT (-122.50704 37.77159)
5126,POINT (-122.49539 37.71607)
6548,POINT (-122.494949 37.747711)
4921,POINT (-122.426324 37.777382)
3414,POINT (-122.435966 37.757677)
3205,POINT (-122.409922 37.774767)
6252,POINT (-122.38656 37.72956)
4205,POINT (-122.446634 37.760935)
5150,POINT (-122.417994 37.79464)
7838,POINT (-122.404941 37.727994)
4368,POINT (-122.43588 37.74029)
6314,POINT (-122.401452 37.794055)
6955,POINT (-122.48331 37.726979)
5731,POINT (-122.401351 37.789219)
6175,POINT (-122.463675 37.71425)
7914,POINT (-122.395688 37.790091)
3024,POINT (-122.445693 37.797606)
3277,POINT (-122.47368 37.75636)
4196,POINT (-122.413804 37.73467)
5050,POINT (-122.381845 37.733319)
4313,POINT (-122.43508 37.76237)
